gene,Exp_1,Free_1,Free_2,Exp_2,Pygo_1,Exp_3,Exp_4,Free_3,Pygo_2,Free_4,Pygo_3,Pygo_4
TMX4,1910,1328,2277,2885,1173,1755,1696,1724,1845,2554,2384,2745
TNC,4771,33484,97393,13010,11960,10262,6484,47007,26561,101403,25380,13506
TNFAIP1,2118,2172,2887,2617,851,1792,1653,1690,1237,1979,1646,1378
TNFAIP2,1326,3235,3578,3150,1941,2671,2235,2853,3402,2625,2651,1600
TNFAIP3,756,877,1498,2141,1500,1297,1194,1572,2486,1155,1956,1431
TNFAIP6,26,398,357,84,101,68,46,148,270,621,138,62
TNFAIP8,1128,959,1483,1662,816,1689,1516,839,1397,1530,1798,889
TNFAIP8L1,138,214,214,492,475,424,339,255,872,90,514,200
TNFAIP8L3,979,1886,3036,1032,318,483,436,1333,489,1823,723,649
TNFRSF10B,308,204,225,681,692,440,464,421,981,160,759,412
TNFRSF11A,1675,860,1247,2661,2554,1914,1668,2676,3800,1050,3570,2165
TNFRSF11B,1524,2349,4310,2730,627,1468,1304,2699,933,3860,2043,2374
TNFRSF13B,10,23,23,36,21,10,10,23,73,36,36,31
TNFRSF13C,0,0,20,12,24,10,8,0,5,10,10,16
TNFRSF18,96,123,178,464,224,196,201,158,296,61,325,197
TNFRSF19,634,670,749,1589,882,1230,679,936,1933,628,1045,901
TNFRSF1A,723,2298,3156,1061,1172,801,706,1758,1729,2552,1192,1035
TNFRSF1B,254,1195,1290,1057,648,767,792,533,1345,807,998,576
TNFRSF21,4405,1497,1873,4465,2763,3250,3630,2822,5420,1101,3492,2704
TNFRSF25,89,154,253,158,215,77,75,243,334,165,204,77
TNFRSF4,140,183,296,192,120,136,80,164,131,207,193,186
TNFRSF6B,32,158,203,113,69,61,34,219,137,135,148,78
TNFRSF8,26,173,70,194,98,86,57,120,253,128,125,101
TNFRSF9,241,308,435,305,164,224,171,238,272,266,204,210
TNFSF10,1005,698,772,158,141,206,141,440,262,640,311,176
TNFSF11,472,236,324,1344,321,928,672,570,636,354,613,710
TNFSF13B,57,103,80,336,88,215,159,56,226,54,162,157
TNFSF15,72,304,423,76,26,51,42,130,63,442,63,28
TNFSF8,24,54,50,91,72,68,59,25,92,44,96,86
TNIK,1699,2946,3461,4124,2760,2871,2873,2400,4528,3748,4845,3935
TNIP1,1143,2029,2438,1892,2443,1217,1187,2158,3371,2260,3522,2410
TNIP2,233,258,347,377,149,220,176,198,246,286,375,261
TNIP3,33,33,26,121,62,62,65,51,110,20,85,48
TNK2,873,1095,1433,907,738,423,478,1414,1440,984,791,642
TNKS,3377,3744,5224,5052,3724,3096,2984,3389,5451,4256,5064,4836
TNKS1BP1,2142,3487,5946,2417,2143,1445,1307,3790,3432,4889,3181,2801
TNKS2,3701,2656,4191,5299,2493,2623,2377,3795,3633,3506,3169,3730
TNMD,74,1921,3079,34,292,180,52,1157,204,4372,903,238
TNN,497,1536,4340,515,797,886,186,4979,1300,6262,3067,945
TNNC1,74,424,249,10,471,14,8,60,134,1948,154,486
TNNC2,2,5988,172,10,4364,2,2,208,1250,6115,1654,3438
TNNI1,20,360,428,0,566,0,0,57,134,3139,124,398
TNNI2,22,19529,632,54,17953,60,16,700,5416,19271,3414,6167
TNNI3K,374,55,103,64,47,71,30,110,49,88,38,44
TNNT2,1,8,8,0,203,0,0,12,17,24,21,42
TNNT3,35,22782,721,62,19761,56,34,484,4732,21640,4795,6336
TNPO1,5747,5037,6475,7673,2399,5698,5133,3531,4173,5591,4751,3725
TNPO3,1769,1391,1783,2456,2758,1558,1580,2071,3813,1822,3087,1767
TNR,18,262,42,48,18,40,48,37,34,23,48,7
TNRC18,17219,9626,17380,17724,13051,10867,12335,15825,22276,16555,20788,14204
TNRC6A,6601,6159,9252,7859,4042,5511,5632,6138,6557,8177,8538,7218
TNRC6B,13409,13098,19651,24630,14212,15613,15460,13833,25198,17651,27829,18474
TNRC6C,4300,4993,7610,6197,4606,3904,4173,5101,7705,7362,8047,6084
TNS1,9947,18456,31509,9805,6781,5458,6421,14200,11757,20626,10016,8916
TNS3,11438,13345,19627,11744,6045,8215,7564,11362,8977,11805,9811,6218
TNS4,56,51,62,20,26,30,22,50,48,39,27,14
TOB1,6946,3175,3273,5007,1567,3152,3145,2286,2896,3190,4179,4475
TOB2,4014,2257,2902,5512,3524,2847,3271,3267,5082,3126,5391,5148
TOE1,311,194,171,400,277,314,219,221,430,189,358,215
TOLLIP,4088,3178,3332,4606,1451,2834,2528,2111,3054,2818,2956,2595
TOM1,932,1161,1041,1244,1749,1018,874,933,2210,1514,1871,1340
TOM1L1,274,27,73,17,21,21,19,52,27,33,33,16
TOM1L2,2061,1739,2055,2349,1881,1567,1419,1714,3452,1578,2965,2055
TOMM20,2106,1829,2398,2775,1324,1737,1661,1883,2174,1834,2413,2262
TOMM22,1008,741,867,1033,593,853,759,679,933,1432,1140,1199
TOMM40L,1006,946,1167,1103,1357,798,673,1346,1865,730,1335,827
TOMM5,1210,673,646,470,444,674,656,672,775,1644,1241,658
TOMM6,347,415,459,269,199,278,218,458,252,328,257,218
TOMM7,868,1062,1173,1047,767,689,610,1279,1131,1639,1149,1130
TOMM70,3216,1759,2210,3166,1446,2254,2104,1755,2275,1787,2219,1875
TOP1,4954,2692,3578,7504,2305,4880,5375,2840,4582,3445,6192,5824
TOP1MT,591,465,580,620,427,396,379,374,681,836,682,475
TOP2A,3221,1043,1756,8549,4488,5223,5018,2418,7697,1874,6005,3411
TOP2B,6783,6171,7963,9989,4236,6908,6460,4833,6477,5864,7466,6892
TOP3A,573,405,621,815,551,436,429,365,737,657,794,323
TOP3B,697,649,831,1213,567,829,707,785,1159,853,1133,887
TOPAZ1,240,12,24,136,33,17,13,0,4,28,54,30
TOPBP1,840,728,1067,1253,884,777,779,738,1429,1032,1226,831
TOPORS,1085,584,730,778,413,818,878,528,820,1111,1478,634
TOR1A,1546,837,1100,1797,773,1136,986,1053,1152,1096,1424,1278
TOR1AIP1,1342,778,780,1777,1158,1660,1500,839,1606,777,1449,1047
TOR1AIP2,698,560,891,487,410,578,489,474,569,722,528,371
TOR1B,1130,1523,2110,1361,928,1030,952,1519,1595,1606,1286,875
TOR2A,757,265,388,925,373,704,742,417,712,312,781,456
TOR3A,337,312,652,596,424,446,421,488,443,633,398,514
TOR4A,464,248,188,278,356,220,174,228,446,248,246,282
TOX,16,120,116,145,73,76,71,53,101,54,106,71
TOX2,20,136,120,117,56,54,89,45,99,108,92,52
TOX3,261,42,231,81,22,66,91,98,28,240,21,46
TP53,125,137,193,195,116,151,198,138,266,144,331,214
TP53BP1,2498,1458,2035,2715,1896,1931,1608,2069,2607,2262,2774,1997
TP53BP2,3359,2532,3008,3274,2113,2140,1743,2515,2966,2388,2822,2408
TP53I11,1814,1553,1817,2181,1689,1731,1240,2871,3111,2023,2276,1699
TP53I3,85,128,99,69,45,49,50,73,101,56,145,110
TP53INP1,767,1037,1081,832,613,566,584,784,1118,819,1150,828
TP53INP2,3143,2283,2457,3816,2334,2537,2909,2147,2813,2611,2667,2417
TP63,738,111,232,663,273,1260,1225,177,249,174,578,362
TP73,84,106,102,111,94,93,84,67,168,53,132,39
TPBG,343,120,240,356,117,213,293,98,126,108,120,76
TPBGL,13,20,66,15,24,24,33,38,48,53,40,14
TPCN2,2223,732,1039,1364,490,918,738,742,874,817,1165,1203
TPCN3,427,223,440,347,167,273,231,242,211,331,274,205
TPD52,3743,2163,2492,3598,2241,2266,1994,2422,4235,1873,3663,2598
TPD52L1,629,43,41,523,201,232,241,127,225,20,192,127
TPD52L2,1964,2266,2715,2812,1817,1679,1693,2117,2687,2605,2442,2120
TPGS1,102,105,166,103,136,58,87,133,162,172,138,80
TPGS2,651,187,264,224,110,441,344,83,147,265,393,104
TPH1,78,247,176,542,513,499,440,251,972,138,451,371
TPH2,2,7,0,4,4,12,6,10,2,12,4,2
TPI1,5033,5036,2575,4022,4392,3053,2908,3331,4762,4821,3836,3299
TPK1,763,864,1175,1235,365,735,701,775,618,888,714,605
TPM1,4048,18200,6536,8752,15627,5601,4135,5273,9957,21480,10092,11463
TPM2,1713,21974,5072,1663,16588,1632,1523,3254,7385,52060,9365,9944
TPM3,4792,7860,10774,7522,7329,5299,4906,7196,11202,18351,10668,8757
TPM4,731,966,1391,1311,784,1021,876,1460,1210,2552,1848,1952
TPO,4,0,0,0,0,0,0,0,0,6,0,0
TPP1,4183,2561,4420,3597,3584,1775,1606,4179,4712,2824,3801,2809
TPP2,3035,2656,2799,3672,1426,2182,2002,1982,2086,2484,2194,1968
TPPP,3807,8313,7820,411,202,227,179,2585,264,4369,263,386
TPPP2,0,0,0,2,2,0,0,2,0,0,5,0
TPPP3,32,2434,3493,32,126,37,50,1735,118,2650,62,115
TPR,7182,5637,8105,8979,5047,6562,5947,5357,8073,7177,8766,6803
TPRA1,1691,1207,1744,1811,1900,1213,1223,1459,2894,1499,1913,1421
TPRG1L,633,773,1124,458,450,482,416,716,695,574,767,435
TPRKB,311,323,314,378,107,282,241,189,145,224,284,260
TPRN,1137,660,1059,1106,600,529,627,1182,1394,749,1105,929
TPST1,1288,991,1716,1223,898,1056,1048,1308,1351,1784,1897,1134
TPST2,177,343,398,414,453,332,205,341,697,401,558,326
TPT1,14833,21156,21374,22053,16358,14059,12164,15978,22283,23109,24722,19492
TPX2,1257,584,877,3679,2242,2687,2480,938,3623,805,3236,1567
TRA2A,6784,5033,6628,9430,2475,5988,5795,3884,4744,5923,6409,5862
TRA2B,1370,1179,1540,2064,1411,1348,1214,1519,2165,1220,2057,1474
TRABD,970,620,860,1487,688,914,885,668,1059,756,1194,939
TRABD2A,40,62,408,2,18,8,16,27,22,164,50,26
TRABD2B,2827,1945,4246,2929,359,1714,1643,1846,704,2772,1092,938
TRADD,1125,971,1393,1811,1162,1218,1183,1132,2397,980,1930,1272
TRAF1,300,309,553,589,496,399,353,485,735,469,693,407
TRAF2,1048,1013,1566,1683,1656,1015,813,1599,2312,1571,2099,1442
TRAF3,1226,1930,2458,2554,1333,1623,1304,1658,1955,1796,2015,1533
TRAF3IP1,446,361,422,326,210,329,246,386,355,698,544,354
TRAF3IP2,1039,771,1381,883,576,589,682,780,891,853,1047,668
TRAF3IP3,78,253,249,751,813,587,544,239,1410,219,1024,807
TRAF4,389,108,72,263,190,143,146,157,398,82,300,102
TRAF5,56,115,158,181,68,133,102,70,140,55,114,69
TRAF6,1767,1895,2250,2637,1417,1692,1468,1668,1832,1737,1854,1572
TRAF7,1857,1098,1627,3194,2388,1949,1762,1802,3198,1293,2667,1444
TRAFD1,785,730,768,1293,697,862,899,650,1403,776,1468,804
TRAIL-LIKE,643,783,1331,222,232,211,210,560,353,834,339,208
TRAIP,104,39,48,272,218,155,102,108,290,74,301,168
TRAK1,3160,4502,4564,1785,1309,1155,987,2159,1748,3685,1777,1703
TRAK2,1523,1834,2500,2264,1199,1479,1329,1436,1748,1985,1999,1164
TRAM1L1,8838,2893,5182,10701,3237,7916,7741,3588,4523,2710,5334,4392
TRANK1,1540,3153,3470,4167,1914,2712,2356,2475,3467,2253,3349,2722
TRAP1,2621,856,1277,1732,1729,1409,1468,1057,2039,1291,1973,1253
TRAPPC10,4083,2472,3275,3854,1517,2475,2512,2376,2542,2712,2555,2365
TRAPPC11,1526,1618,1859,2812,1267,1593,1368,1312,2018,1317,1942,1523
TRAPPC12,1262,937,1211,1246,776,991,1035,921,1146,925,1128,1001
TRAPPC13,543,398,542,438,129,562,466,259,213,444,411,220
TRAPPC2,1081,1274,1591,1529,360,1175,890,1008,621,945,715,557
TRAPPC2L,214,248,311,269,107,176,142,176,226,182,241,137
TRAPPC3,1535,1098,1183,1238,982,1022,834,963,1344,889,1234,827
TRAPPC3L,6,25,37,24,7,13,3,2,0,35,8,0
TRAPPC4,924,714,839,804,479,678,621,768,967,450,734,427
TRAPPC5,164,228,239,207,167,111,124,250,251,97,199,139
TRAPPC6A,282,205,250,207,61,208,160,117,76,202,161,150
TRAPPC8,4150,2844,3105,4191,1853,3091,2667,2103,3205,2164,2936,2375
TRAPPC9,3511,2609,4004,4206,2745,3119,2545,2777,4143,3181,3776,3030
TRAT1,131,185,247,454,101,264,234,108,211,112,215,160
TRDMT1,859,1354,1830,1485,628,1024,798,1008,1065,1034,1222,932
TRDN,8,2725,177,0,1305,2,0,84,358,2245,505,857
TREM2,40,442,643,178,134,96,85,120,300,361,327,150
TREMB1,30,201,164,148,237,235,192,143,373,107,156,231
TREMB2,45,180,155,191,291,187,215,182,451,154,447,117
TRERF1,1893,1106,1633,2480,1353,1930,1766,1215,2274,1311,2005,1521
TRH,33,45,48,27,35,36,22,30,45,29,35,23
TRHDE,370,137,133,520,251,582,534,110,409,50,254,354
TRHR,8,0,2,2,0,0,2,0,0,0,0,0
TRIAP1,647,372,555,855,370,463,402,495,484,428,503,410
TRIB1,1167,476,514,440,357,222,246,426,598,631,377,370
TRIB2,5724,3443,5752,7721,2272,4948,5422,3771,3318,5547,4281,6963
TRIL,152,326,404,385,230,332,362,408,470,390,302,270
TRIM13,561,555,859,531,345,484,405,453,596,652,589,323
TRIM14,48,42,47,38,24,47,29,24,39,46,46,6
TRIM2,526,1933,1110,3062,887,1673,1493,934,1811,936,1231,1122
TRIM23,892,837,958,1073,521,1013,864,388,820,1039,1168,744
TRIM24,603,1228,1238,2019,1021,1137,1185,764,2191,779,2322,1283
TRIM25,1445,1285,1582,1819,808,1271,1034,945,1263,970,1055,928
TRIM27.1,65,163,129,392,580,313,352,167,811,117,977,485
TRIM27.2,40,61,30,109,121,52,94,57,213,75,196,121
TRIM28,919,627,857,888,965,534,623,726,1385,431,1089,638
TRIM29,39,2,8,4,30,10,0,12,30,9,29,58
TRIM3,1036,1062,1637,1231,820,631,624,1280,1293,1143,921,1032
TRIM32,529,330,497,606,455,320,361,379,699,404,485,332
TRIM33,1789,1737,2211,2918,1585,1958,1855,1631,2893,1884,2559,1720
TRIM35,357,541,730,311,320,242,227,529,559,690,490,244
TRIM36,1453,208,242,920,416,886,735,156,517,52,896,648
TRIM37,1036,906,974,1073,881,701,745,990,1357,845,957,823
TRIM39.1,26,39,17,33,81,47,60,60,169,54,111,99
TRIM39.2,61,18,42,34,105,17,22,43,124,32,127,124
TRIM41,570,424,608,920,797,573,610,629,1317,837,1208,1031
TRIM42,11,2,5,13,0,23,2,11,0,0,2,12
TRIM45,177,269,309,114,163,94,56,186,177,253,100,132
TRIM50,62,13,48,30,34,18,8,52,81,15,131,73
TRIM54,47,206,67,124,354,48,46,138,252,315,254,190
TRIM55,0,174,26,8,306,0,0,22,56,165,41,101
TRIM59,2313,2037,2177,4108,1268,2982,2768,1537,2286,2000,2779,2057
TRIM62,313,309,491,475,302,249,274,545,486,326,373,263
TRIM63,13,509,85,42,391,12,39,33,198,463,193,208
TRIM65,95,173,279,198,279,106,89,306,366,192,306,250
TRIM66,266,112,233,210,121,291,258,207,259,132,323,212
TRIM67,67,97,20,23,28,44,68,32,42,32,16,4
TRIM7.1,32,507,173,74,415,57,75,168,286,455,224,246
TRIM7.2,1729,1463,1726,2239,1664,1288,1266,1856,3314,1892,2778,2169
TRIM71,1110,110,172,1320,531,804,869,677,1354,79,1372,816
TRIM8,1816,1566,2227,2233,1338,1365,1366,1608,2447,2128,2075,2030
TRIM9,65,128,131,56,70,31,35,48,69,94,74,45
TRIO,11014,10416,12861,14694,9213,8465,8858,9982,11072,10426,12740,10584
TRIP11,4730,4256,6372,5581,1608,4088,3872,3723,2743,4388,4245,4007
TRIP12,9705,8130,9924,12591,7825,8247,7597,7561,11162,7398,10143,8817
TRIP13,133,97,144,333,87,231,209,97,114,112,149,157
TRIP4,407,244,409,517,458,311,361,348,559,369,666,531
TRIQK,954,468,820,1399,366,760,701,315,459,274,514,404
TRIT1,289,233,349,301,346,235,149,397,448,325,351,279
TRMT10A,202,204,234,260,198,235,158,160,188,192,308,261
TRMT10B,476,171,312,240,133,249,263,280,255,400,317,170
TRMT10C,413,414,409,687,351,326,286,328,412,412,667,466
TRMT11,1098,1007,1187,1560,621,1045,888,917,1091,1015,1175,840
TRMT12,187,175,293,201,275,83,114,264,288,194,248,185
TRMT13,160,94,146,223,72,154,157,102,116,120,128,137
TRMT1L,3204,2391,3425,3847,1693,2475,2627,1999,2515,2175,2720,2024
TRMT2A,665,477,779,703,444,625,543,534,705,565,678,482
TRMT2B,158,145,214,215,180,92,122,171,263,191,294,174
TRMT44,191,188,203,265,113,171,192,184,134,196,162,140
TRMT5,335,291,279,533,359,338,347,393,621,281,520,315
TRMT6,662,434,674,830,286,583,474,280,376,544,659,500
TRMT61A,498,375,445,640,561,450,440,544,684,427,672,661
TRMT61B,427,338,504,550,226,372,305,402,489,416,426,368
TRMU,736,499,665,603,435,641,502,588,574,488,660,367
TRNAU1AP,601,530,1353,920,613,687,634,873,1100,836,1315,852
TRNP1,2,4,6,2,0,0,4,4,0,0,0,0
TRNT1,251,208,283,304,138,354,234,194,207,239,283,315
TROJANZ,32,117,172,272,249,288,227,71,474,245,705,191
TRPA1,4,22,6,2,2,10,4,0,0,2,0,11
TRPC1,3444,2591,4825,5593,1562,3516,2881,2791,2548,3129,3105,5212
TRPC3,254,211,89,293,109,154,183,68,219,32,153,247
TRPC4,18,48,75,11,4,0,3,26,16,24,10,0
TRPC4AP,5717,3653,5547,6756,3720,4302,4294,4162,5211,4244,5376,4698
TRPC5,28,119,32,142,52,64,53,14,48,16,147,78
TRPC6,213,423,840,138,86,186,165,294,139,483,154,177
TRPC7,105,29,13,152,52,125,105,33,52,2,57,38
TRPM1,126,141,165,213,60,157,109,126,120,90,101,74
TRPM2,150,520,254,356,425,193,181,213,735,99,424,208
TRPM3,49,427,63,12,16,36,22,38,24,90,74,31
TRPM5,17,34,10,80,12,35,38,18,38,7,24,16
TRPM6,1367,59,76,24,14,48,47,29,34,56,11,20
TRPM7,4546,3005,4248,5485,2227,3648,3070,2828,3483,3910,3985,3617
TRPM8,42,22,31,18,12,4,8,14,14,9,38,16
TRPS1,30516,14792,29792,38914,12842,28642,29690,23868,19798,23181,26412,28654
TRPT1,18,24,32,32,89,48,34,74,160,64,80,26
TRPV1,124,147,139,146,86,137,114,132,111,115,144,131
TRPV2,401,2408,3561,1056,1067,763,465,1658,1557,2494,953,773
TRPV3,324,374,466,333,132,258,173,271,122,497,261,252
TRPV4,5450,1503,3410,6490,2456,3801,4913,3621,4469,2230,4578,3478
TRPV6,1581,4,16,4,0,0,0,0,2,8,0,0
TRRAP,8979,4339,6499,13130,7160,7923,7607,6640,9773,5882,8903,7561
TRUB1,241,286,265,413,290,296,181,235,377,305,338,295
TRUB2,480,336,375,451,281,337,338,325,529,357,514,296
TSC1,3864,3447,4017,5328,4667,3607,3569,3132,7625,3220,7401,4215
TSC2,3518,2566,4510,4238,3118,2780,2404,3413,4513,3388,4766,3066
TSC22D1,6472,5382,6843,10596,5691,6886,6474,7321,8466,5136,8505,7185
TSC22D2,4139,1530,1852,4300,3139,3611,3557,2321,4494,1629,4770,4135
TSC22D4,722,1103,1663,1083,1027,516,454,1289,1297,1093,1047,1668
TSEN15,261,163,283,643,117,275,258,191,157,162,265,242
TSEN2,513,528,654,781,298,381,430,448,476,488,495,422
TSEN54,659,588,843,972,1030,658,676,839,1633,726,1631,919
TSGA10,0,4,0,0,6,0,0,0,0,0,2,10
TSHB,0,0,0,0,0,0,0,0,0,0,0,0
TSHR,16,21,32,8,10,6,12,9,4,4,8,20
TSHZ1,412,457,664,567,162,328,312,425,372,437,344,158
TSHZ2,2483,3141,4065,1913,1068,2026,1745,1864,1255,3084,2010,1437
TSHZ3,473,263,298,230,131,330,365,125,130,148,94,164
TSKU,2189,2128,3078,1699,1275,1504,1452,1770,2331,2139,2048,1249
TSN,2165,1564,1936,2922,1576,1778,1537,2103,2628,2050,2293,2188
TSNARE1,801,560,499,480,255,332,319,299,346,426,409,328
TSNAX,825,745,738,913,358,782,639,441,546,600,696,510
TSPAN1,1456,0,1,41,19,37,16,6,5,0,26,29
TSPAN10,2,2,0,0,0,0,0,2,8,0,2,0
TSPAN12,566,579,665,631,171,452,434,431,377,616,345,411
TSPAN13,722,677,231,332,49,167,117,145,160,251,119,73
TSPAN14,1244,922,1398,1973,1062,1171,1090,921,1587,947,1214,1612
TSPAN15,213,147,194,130,72,57,51,136,64,122,58,78
TSPAN15L,52,40,120,33,46,4,10,55,27,71,122,61
TSPAN18,112,597,655,132,191,115,45,581,248,829,333,169
TSPAN19,8,2,0,0,0,0,0,0,0,0,1,0
TSPAN2,928,2710,4500,1349,750,827,893,2462,1707,3113,1189,1078
TSPAN3,6188,3808,3740,7025,2454,4322,3982,3420,3503,4212,3818,4975
TSPAN32,36,312,261,543,598,298,361,120,1025,146,740,367
TSPAN4,9352,6606,7760,12611,5966,10103,10875,6064,8809,5832,9542,8228
TSPAN6,1102,1295,2189,1216,896,795,721,1783,1459,2043,1185,747
TSPAN7,1347,800,446,908,580,557,377,261,743,291,629,993
TSPAN8,669,2,2,95,66,43,46,0,81,4,65,32
TSPEAR,394,378,458,520,530,321,238,419,706,362,873,370
TSPO,461,947,909,751,541,519,505,558,967,667,796,354
TSPO2,776,867,678,12775,3668,7952,6886,1130,9464,686,6494,4379
TSR3,239,191,253,277,117,281,178,169,227,226,241,254
TSSC1,654,595,830,1181,436,723,632,372,610,527,606,575
TSSC4,776,604,868,1029,685,674,615,559,959,1015,1059,843
TSSK3,10,2,13,30,4,16,4,5,23,2,11,2
TST,2869,321,456,646,436,396,320,782,1261,318,1160,480
TSTA3,727,284,464,643,627,427,375,541,802,541,837,647
TSTD1,1350,224,168,253,126,108,135,101,332,158,134,104
TSTD2,2206,1131,1583,2029,1233,2092,1908,1161,1699,2607,2824,1416
TTBK1,949,931,830,764,564,624,595,894,1118,942,1076,703
TTBK2,1273,1682,1966,1559,613,1226,897,1084,882,1366,1167,869
TTC1,486,487,532,621,290,471,489,352,466,352,426,329
TTC13,1121,815,926,1320,631,735,692,638,824,892,1007,742
TTC14,414,445,598,566,344,522,381,513,574,632,781,785
TTC17,2942,2555,3462,3910,2303,2707,2645,2493,3524,3004,2997,2512
TTC19,559,423,665,579,619,425,365,560,818,591,705,566
TTC21B,1244,942,1287,1120,731,1006,810,980,1007,829,967,825
TTC24,2,42,26,4,36,16,4,26,36,22,36,16
TTC26,417,324,552,572,243,250,305,372,406,641,474,374
TTC27,887,553,741,1178,546,786,735,515,739,685,842,746
TTC28,4186,5023,7574,7110,6742,4223,3342,7362,10558,6557,9281,6357
TTC29,28,113,35,29,12,14,21,20,8,56,19,41
TTC3,3846,3908,5088,5658,1789,3745,3599,2737,3004,3677,3650,3423
TTC30B,294,238,306,310,166,228,216,232,202,284,178,92
TTC32,144,65,106,137,39,93,84,46,59,53,132,95
TTC33,327,227,277,298,129,257,222,192,196,371,334,141
TTC34,2,7,15,22,6,17,21,14,12,32,26,12
TTC36,252,2,2,14,4,8,4,4,2,4,1,4
TTC37,4456,2158,2647,3600,2215,3960,3719,2128,2991,3997,4889,2554
TTC39A,1898,270,197,334,142,239,263,197,239,168,154,273
TTC39B,1094,789,1456,1159,245,901,923,570,406,1013,746,627
TTC39C,622,590,840,1228,463,754,762,559,988,619,1077,648
TTC7A,1260,1496,2100,2094,1788,1197,1100,1956,2756,1673,2581,1516
TTC7B,965,752,767,2144,671,1345,1283,751,1083,637,1184,1219
TTC8,603,722,776,404,178,311,264,408,296,622,735,384
TTC9,167,291,289,416,300,376,333,526,484,230,380,164
TTF1,582,591,721,554,222,506,392,365,411,530,408,522
TTI1,723,444,716,906,780,568,649,728,1175,582,935,555
TTI2,561,290,309,627,449,522,479,355,714,359,588,422
TTK,577,313,486,1519,399,878,792,364,576,470,641,400
TTL,4717,5659,5077,5801,4818,3909,3863,4513,6468,5667,6617,5101
TTLL1,907,499,390,893,116,501,558,290,289,307,340,508
TTLL10,1088,21,22,40,44,18,10,35,74,28,33,33
TTLL11,404,314,528,449,223,244,222,346,339,342,263,360
TTLL12,1794,1546,1874,1857,1144,1363,1404,1106,1822,1420,1846,1572
TTLL2,83,18,24,59,4,10,2,12,30,28,16,4
TTLL4,421,285,338,429,385,284,226,235,524,287,416,260
TTLL5,2322,1917,2392,3740,2393,2429,2123,2504,3820,2092,3101,2000
TTLL7,1250,1517,1515,1878,598,1441,1216,900,887,1139,1159,922
TTLL9,266,130,326,157,107,118,109,146,206,152,143,111
TTN,1300,891557,88454,851,714328,511,445,25952,205806,796323,163292,272847
TTPA,649,88,153,123,6,42,38,37,24,82,46,31
TTPAL,847,559,965,673,201,672,521,350,477,546,608,358
TTR,12,22,8,47,17,38,10,50,21,22,52,17
TTYH3,3858,4402,5330,5331,4455,3517,3039,4424,7341,5001,4507,2990
TUB,1369,1552,2488,1369,787,1363,1273,1533,1219,2005,1226,1482
TUBA1A,1885,5453,4072,3739,2512,2088,2342,3346,4067,3657,3344,1851
TUBA4AL,62,127,142,165,127,34,64,120,319,97,188,51
TUBA5,1329,454,692,3030,1460,2102,1928,809,2463,709,2490,1376
TUBA8A,3,177,5,29,46,12,12,2,27,101,13,28
TUBA8B,0,34,20,10,2,8,2,0,15,12,5,0
TUBAL3,8,103,126,14,98,10,2,42,40,126,78,33
TUBB1,1323,1579,1078,13796,3123,6532,6534,1329,7613,779,5346,4361
TUBB2B,210,551,369,300,159,108,121,445,333,411,281,209
TUBB3,2280,4938,1758,4014,2432,2676,3359,2287,5297,1950,4051,3165
TUBB4B,523,670,380,1037,402,576,621,535,857,1044,1146,1149
TUBB6,1366,1997,2235,1660,1033,988,922,1619,1385,2032,1404,831
TUBD1,1434,1550,1862,1786,1159,1334,958,1416,1929,2010,1694,1282
TUBE1,2290,1172,1947,4418,610,1697,1894,1124,1028,945,1673,2161
TUBG1,682,774,831,1035,791,647,623,718,1441,711,1146,769
TUBGCP2,1398,1429,1644,1806,1006,1376,1223,1131,1603,1221,1592,947
TUBGCP3,1184,1048,1458,1673,630,1280,1083,1002,1299,1102,1104,903
TUBGCP4,1806,1162,1510,1989,1243,1406,1177,1433,1806,1346,1512,1102
TUBGCP5,1243,1226,1700,1776,666,1153,1129,1000,1048,1076,1216,899
TUBGCP6,1341,975,1311,1431,708,878,860,831,1175,1029,1243,1044
TUFT1,41,96,160,56,58,37,12,85,101,186,109,110
TULP1,26,8,20,18,18,2,15,4,14,0,5,13
TULP3,1183,1342,1826,1496,765,986,809,1043,917,1182,855,641
TULP4,3565,3305,4676,5943,2768,3571,3167,3294,4273,3955,4306,4872
TUSC1,118,114,196,62,88,114,66,100,118,222,250,92
TUSC2,439,290,341,486,372,269,236,396,462,309,482,326
TUSC3,342,58,36,34,9,35,26,34,22,40,14,37
TVP23A,133,147,190,131,43,186,114,142,162,201,131,202
TWF1,1672,1382,1799,1213,318,1001,792,867,570,1246,685,784
TWF2,1122,1642,1653,1488,2087,1101,1077,1547,2948,1499,2439,1327
TWIST1,222,330,652,408,204,341,231,486,422,408,503,464
TWIST2,55,225,357,44,28,42,33,249,91,313,63,57
TWIST3,2,6,0,0,0,0,0,6,4,0,2,0
TWISTNB,77,102,104,119,57,135,97,98,113,90,77,152
TWSG1,7065,6252,11752,10696,2471,7528,6642,6052,4001,9578,5038,5290
TXK,47,170,140,188,101,69,65,73,179,108,120,146
TXLNA,1182,1144,1840,1555,1214,1083,1060,1551,1736,1296,1688,1302
TXLNB,43,808,130,103,451,29,27,88,207,639,182,183
TXLNG,1478,760,1160,1423,665,926,832,733,999,904,1375,968
TXN,4723,3339,2584,2561,830,1880,1651,1113,1248,4252,2818,1695
TXN2,972,679,679,829,563,824,553,893,988,1016,1324,1299
TXNDC11,1951,1277,2026,2872,1277,1719,1521,1410,1996,1384,1880,1196
TXNDC12,991,1120,1277,1124,461,837,754,862,762,935,723,672
