Geneid,SYMBOL_display,sample,norm_count,log2_norm,condition
gene-HOXD13,HOXD13,E-7-34-38,125.164999508409,6.9791679254587,posterior.sacral
gene-GDF11,GDF11,E-7-34-38,183.11175854008,7.52443795902494,posterior.sacral
gene-HOXA1,HOXA1,E-7-39-49,706.881807302764,9.46736468814426,sacralized.caudal
gene-HOXA2,HOXA2,E-7-39-49,835.611082115088,9.70841329845066,sacralized.caudal
gene-HOXA3,HOXA3,E-7-39-49,951.919111112189,9.89620994541032,sacralized.caudal
gene-HOXA4,HOXA4,E-7-39-49,653.809211546806,9.35493080688218,sacralized.caudal
gene-HOXA5,HOXA5,E-7-39-49,415.547132727503,8.70233593699834,sacralized.caudal
gene-HOXA6,HOXA6,E-7-39-49,146.796541452651,7.20746869953288,sacralized.caudal
gene-HOXA7,HOXA7,E-7-39-49,755.437586398641,9.56307724048136,sacralized.caudal
gene-HOXA9,HOXA9,E-7-39-49,2162.42597601405,11.0791020428777,sacralized.caudal
gene-HOXA10-AS,HOXA10-AS,E-7-39-49,696.71896981758,9.44650224842721,sacralized.caudal
gene-HOXA10,HOXA10,E-7-39-49,724.94907394309,9.50372453503884,sacralized.caudal
gene-HOXA11,HOXA11,E-7-39-49,2201.94812178976,11.1052198054304,sacralized.caudal
